1.0,288.31653086733183
2.0,30.088766359625087
3.0,3.280592984719488
4.0,1.5527647408459302
5.0,0.18241352932839403
6.0,0.08130497905000256
7.0,0.022375075051750334
8.0,0.009780318124442137
9.0,0.004352122096470463
10.0,0.0016634921686249097
11.0,0.0005309136989646007
12.0,0.00028475489603125664
13.0,0.0001741640033058618
14.0,0.00010514355359527317
15.0,5.993969562891933e-05
16.0,3.959516461796367e-05
17.0,2.69894663647344e-05
18.0,1.8963503485136356e-05
19.0,1.3124019704191697e-05
20.0,7.73138465425682e-06
21.0,5.120213680242274e-06
22.0,3.3009256414495845e-06
23.0,2.0758685592209916e-06
24.0,1.171883094022307e-06
25.0,6.612380582955085e-07
26.0,2.8123508684457683e-07
27.0,1.6645824240474643e-07
28.0,7.637024542183141e-08
29.0,2.4397137235728357e-08
