1.0,9690336.951783748
2.0,2377431.5246334695
3.0,20501562.558503196
4.0,9716830.433741065
5.0,2410683.826341982
6.0,1699540.7068093254
7.0,5016910.683915542
8.0,2062142.6550951097
9.0,1777698.3980534258
10.0,3361827.212693597
11.0,2436111.017220643
12.0,3735667.756127128
13.0,969363.6574520378
14.0,3477746.043497249
15.0,967396.6811805526
16.0,710853.0079278465
17.0,1407065.8053188946
18.0,2729714.6312764487
19.0,1664962.4395638297
20.0,3601234.01128089
21.0,1217076.5778583298
22.0,1110820.20205485
23.0,952441.6540809047
24.0,868664.676142911
25.0,1078570.5537316133
26.0,860380.742402818
27.0,1174059.0204017558
28.0,1257017.1797053865
29.0,865918.714777296
30.0,2510326.2843688717
31.0,1442827.7905306965
32.0,1491046.66648826
33.0,621318.3334632524
34.0,989576.6597247602
35.0,764127.6314369093
36.0,1184616.1872980422
37.0,826777.2285372604
38.0,991603.5096493977
39.0,1335378.4879722195
40.0,1643950.6808830202
41.0,1594443.6512404822
42.0,1003182.5708779341
43.0,1559609.0073286707
44.0,607455.5474180862
45.0,1179176.2903038003
46.0,385258.0592039477
47.0,694780.7508443991
48.0,563003.9275846916
49.0,472606.68110155896
50.0,547612.3711702114
51.0,939499.7304127425
52.0,455776.56477302423
53.0,741995.5714682501
54.0,1082378.3850046035
