1.0,26581.071776553086
2.0,2447.094483288308
3.0,995.5733466186538
4.0,310.38682860645696
5.0,67.10276696753483
6.0,28.49075443219848
7.0,9.364206874658803
8.0,0.7038476088056106
9.0,0.053283657322313105
10.0,0.023603838393592067
11.0,0.016653382763831312
12.0,0.014213334995342225
13.0,0.012590520780635021
14.0,0.010991370558058372
15.0,0.00964668419767121
16.0,0.008574696318136565
17.0,0.007648015310730672
18.0,0.006756417680171875
19.0,0.005963178127054175
20.0,0.00523960411447211
21.0,0.00461685249801056
22.0,0.0040565003892614904
23.0,0.00356981315691585
24.0,0.0031171229080835697
25.0,0.0027327084514693475
26.0,0.0023673266282722037
27.0,0.002005184872330764
28.0,0.0016963038288086453
29.0,0.0014403400245744295
30.0,0.0012252333669487822
31.0,0.0010559784104553053
32.0,0.0009097998242825103
33.0,0.0007912304604831109
34.0,0.0006854997294599962
35.0,0.0005814902976921631
36.0,0.0004970786596848574
37.0,0.0004244317117266893
38.0,0.00036173334242733165
39.0,0.00030152975060299873
40.0,0.0002495157601875928
41.0,0.0002035999324397305
42.0,0.00016860285617559807
43.0,0.00013634918109206617
44.0,0.0001054368096924603
45.0,7.83480780829224e-05
46.0,5.4982426886772604e-05
47.0,3.282057048240415e-05
48.0,1.8819537229732015e-05
49.0,9.42313542863785e-06
50.0,4.627446907406732e-06
51.0,1.8720207258144896e-18
52.0,78510.03035511775
53.0,78204.45481126381
54.0,78411.5667149421
